symbol,company_name,sector,current_price,market_cap,pe_ratio,dividend_yield,exchange,currency
TXN,Texas Instruments Incorporated,Technology,221.48,201105539072,40.61,2.58,NMS,USD
ABT,Abbott Laboratories,Healthcare,114.45,199195525120,30.77,2.19,NYQ,USD
NEE,"NextEra Energy, Inc.",Utilities,94.41,196705304576,28.61,2.65,NYQ,USD
TMO,Thermo Fisher Scientific Inc,Healthcare,518.74,194896674816,29.19,0.33,NYQ,USD
DIS,Walt Disney Company (The),Communication Services,106.63,189096247296,15.7,1.44,NYQ,USD
GILD,"Gilead Sciences, Inc.",Healthcare,148.23,183899750400,21.83,2.19,NMS,USD
BA,Boeing Company (The),Industrials,232.86,182875914240,93.52,0.0,NYQ,USD
CRM,"Salesforce, Inc.",Technology,186.77,177805049856,24.97,0.93,NYQ,USD
ISRG,"Intuitive Surgical, Inc.",Healthcare,492.91,175047245824,62.63,0.0,NMS,USD
DE,Deere & Company,Industrials,639.97,173480869888,34.59,1.0,NYQ,USD
BLK,"BlackRock, Inc.",Financial Services,1076.96,167091322880,30.47,2.14,NYQ,USD
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,280.32,157262757888,23.23,1.75,NYQ,USD
PFE,"Pfizer, Inc.",Healthcare,27.28,155112357888,20.06,6.36,NYQ,USD
QCOM,QUALCOMM Incorporated,Technology,145.17,155005386752,29.26,2.54,NMS,USD
ACN,Accenture plc,Technology,202.21,125317668864,16.71,3.24,NYQ,USD
NOW,"ServiceNow, Inc.",Technology,103.74,109460529152,62.12,0.0,NYQ,USD
SBUX,Starbucks Corporation,Consumer Cyclical,95.44,108734791680,79.53,2.62,NMS,USD
ADBE,Adobe Inc.,Technology,255.08,106776485888,15.27,0.0,NMS,USD
INTU,Intuit Inc.,Technology,366.92,102150365184,25.2,1.25,NMS,USD
UPS,"United Parcel Service, Inc.",Industrials,115.75,98283520000,17.64,5.7,NYQ,USD
NKE,"Nike, Inc.",Consumer Cyclical,64.35,95249350656,37.63,2.6,NYQ,USD
AMT,American Tower Corporation (REI,Real Estate,192.59,90178166784,30.72,3.58,NYQ,USD
MMM,3M Company,Industrials,167.42,88180424704,27.9,1.88,NYQ,USD
MDLZ,"Mondelez International, Inc.",Consumer Defensive,60.69,78318313472,32.11,3.31,NMS,USD
PYPL,"PayPal Holdings, Inc.",Financial Services,43.26,40471625728,8.0,1.27,NMS,USD
